,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0,0.0,0.0,0.02564102564102564,-0.02564102564102564,-0.02564102564102564,-0.02564102564102564,0.0641025641025641,-0.01282051282051282,-0.07051282051282051,-0.01282051282051282,0.12179487179487179,0.1282051282051282,-0.1346153846153846,0.1282051282051282,0.23717948717948717,-0.02564102564102564,-0.2564102564102564,-0.01282051282051282,0.16025641025641027,-0.16025641025641027,-0.16025641025641027,-0.16025641025641027,0.07051282051282051,0.5256410256410257,-0.09615384615384616,0.5256410256410257,0.09615384615384616,0.7884615384615384,-0.09615384615384616,0.7756410256410257,0.10897435897435898,1.0,-0.10897435897435898,0.9807692307692307
1,0.0,0.0,0.02564102564102564,-0.02564102564102564,-0.02564102564102564,-0.02564102564102564,0.0641025641025641,-0.01282051282051282,-0.07051282051282051,-0.01282051282051282,0.12179487179487179,0.1282051282051282,-0.1346153846153846,0.1282051282051282,0.23076923076923078,-0.019230769230769232,-0.26282051282051283,-0.01282051282051282,0.14102564102564102,-0.14102564102564102,-0.15384615384615385,-0.15384615384615385,0.07051282051282051,0.5192307692307693,-0.10256410256410256,0.5192307692307693,0.09615384615384616,0.782051282051282,-0.09615384615384616,0.7692307692307693,0.10897435897435898,1.0,-0.11538461538461539,0.9871794871794872
2,0.0,0.0,0.02564102564102564,-0.02564102564102564,-0.02564102564102564,-0.02564102564102564,0.0641025641025641,-0.01282051282051282,-0.07051282051282051,-0.01282051282051282,0.12179487179487179,0.12179487179487179,-0.1346153846153846,0.12179487179487179,0.23076923076923078,-0.019230769230769232,-0.2564102564102564,-0.01282051282051282,0.1282051282051282,-0.14102564102564102,-0.15384615384615385,-0.14102564102564102,0.07051282051282051,0.5192307692307693,-0.10256410256410256,0.5192307692307693,0.09615384615384616,0.782051282051282,-0.09615384615384616,0.7692307692307693,0.10256410256410256,1.0,-0.11538461538461539,0.9807692307692307
3,0.0,0.0,0.02564102564102564,-0.02564102564102564,-0.02564102564102564,-0.02564102564102564,0.0641025641025641,-0.01282051282051282,-0.07051282051282051,-0.01282051282051282,0.12179487179487179,0.12179487179487179,-0.1346153846153846,0.12179487179487179,0.23076923076923078,-0.019230769230769232,-0.26282051282051283,-0.01282051282051282,0.1282051282051282,-0.1282051282051282,-0.14743589743589744,-0.14743589743589744,0.07051282051282051,0.5192307692307693,-0.10256410256410256,0.5192307692307693,0.09615384615384616,0.782051282051282,-0.09615384615384616,0.7692307692307693,0.10897435897435898,1.0,-0.11538461538461539,0.9807692307692307
4,0.0,0.0,0.02564102564102564,-0.02564102564102564,-0.03205128205128205,-0.02564102564102564,0.0641025641025641,-0.01282051282051282,-0.07051282051282051,-0.01282051282051282,0.12179487179487179,0.12179487179487179,-0.1346153846153846,0.1282051282051282,0.23076923076923078,-0.019230769230769232,-0.26282051282051283,-0.01282051282051282,0.1282051282051282,-0.1346153846153846,-0.14743589743589744,-0.14743589743589744,0.07051282051282051,0.5256410256410257,-0.10256410256410256,0.5192307692307693,0.09615384615384616,0.782051282051282,-0.09615384615384616,0.7692307692307693,0.10897435897435898,1.0,-0.11538461538461539,0.9807692307692307
5,0.0,0.0,0.025477707006369428,-0.025477707006369428,-0.03184713375796178,-0.025477707006369428,0.06369426751592357,-0.012738853503184714,-0.07006369426751592,-0.012738853503184714,0.12101910828025478,0.12101910828025478,-0.1337579617834395,0.12738853503184713,0.22929936305732485,-0.01910828025477707,-0.25477707006369427,-0.012738853503184714,0.12101910828025478,-0.1337579617834395,-0.1464968152866242,-0.1464968152866242,0.07006369426751592,0.5222929936305732,-0.10191082802547771,0.5159235668789809,0.09554140127388536,0.7770700636942676,-0.09554140127388536,0.7643312101910829,0.10828025477707007,1.0,-0.11464968152866242,0.9745222929936306
6,0.0,0.0,0.02564102564102564,-0.02564102564102564,-0.03205128205128205,-0.02564102564102564,0.0641025641025641,-0.01282051282051282,-0.07051282051282051,-0.01282051282051282,0.12179487179487179,0.12179487179487179,-0.1346153846153846,0.1282051282051282,0.23076923076923078,-0.02564102564102564,-0.26282051282051283,-0.01282051282051282,0.1282051282051282,-0.14102564102564102,-0.15384615384615385,-0.15384615384615385,0.07051282051282051,0.5256410256410257,-0.10256410256410256,0.5256410256410257,0.09615384615384616,0.7884615384615384,-0.09615384615384616,0.7692307692307693,0.10897435897435898,1.0,-0.11538461538461539,0.9807692307692307
7,0.0,0.0,0.02564102564102564,-0.02564102564102564,-0.02564102564102564,-0.02564102564102564,0.07051282051282051,-0.00641025641025641,-0.07051282051282051,-0.01282051282051282,0.1282051282051282,0.1282051282051282,-0.1282051282051282,0.12179487179487179,0.23717948717948717,-0.01282051282051282,-0.2564102564102564,-0.01282051282051282,0.14743589743589744,-0.1346153846153846,-0.14743589743589744,-0.14743589743589744,0.07692307692307693,0.5256410256410257,-0.08974358974358974,0.5256410256410257,0.10256410256410256,0.782051282051282,-0.09615384615384616,0.7692307692307693,0.12179487179487179,1.0,-0.10897435897435898,0.9871794871794872
8,0.0,0.0,0.02564102564102564,-0.02564102564102564,-0.03205128205128205,-0.02564102564102564,0.0641025641025641,-0.01282051282051282,-0.07051282051282051,-0.01282051282051282,0.12179487179487179,0.1282051282051282,-0.1346153846153846,0.1282051282051282,0.23717948717948717,-0.019230769230769232,-0.26282051282051283,-0.01282051282051282,0.15384615384615385,-0.15384615384615385,-0.16025641025641027,-0.16666666666666666,0.07051282051282051,0.5256410256410257,-0.09615384615384616,0.5256410256410257,0.09615384615384616,0.782051282051282,-0.09615384615384616,0.7692307692307693,0.10897435897435898,1.0,-0.10897435897435898,0.9807692307692307
9,0.0,0.0,0.025806451612903226,-0.025806451612903226,-0.025806451612903226,-0.025806451612903226,0.07096774193548387,-0.0064516129032258064,-0.07096774193548387,-0.0064516129032258064,0.12903225806451613,0.12903225806451613,-0.12258064516129032,0.12903225806451613,0.23870967741935484,-0.012903225806451613,-0.23225806451612904,-0.012903225806451613,0.16774193548387098,-0.14838709677419354,-0.13548387096774195,-0.16129032258064516,0.07741935483870968,0.535483870967742,-0.09032258064516129,0.535483870967742,0.1032258064516129,0.8,-0.09032258064516129,0.7870967741935484,0.12258064516129032,1.0,-0.07741935483870968,0.9870967741935484
10,0.0,0.0,0.025806451612903226,-0.025806451612903226,-0.025806451612903226,-0.025806451612903226,0.07096774193548387,-0.0064516129032258064,-0.07096774193548387,-0.0064516129032258064,0.12903225806451613,0.12903225806451613,-0.12258064516129032,0.12903225806451613,0.23870967741935484,-0.01935483870967742,-0.23225806451612904,-0.01935483870967742,0.14838709677419354,-0.14838709677419354,-0.12903225806451613,-0.15483870967741936,0.08387096774193549,0.535483870967742,-0.09032258064516129,0.535483870967742,0.10967741935483871,0.7935483870967742,-0.09032258064516129,0.7806451612903226,0.12258064516129032,1.0,-0.07741935483870968,0.9870967741935484
11,0.0,0.0,0.025974025974025976,-0.025974025974025976,-0.025974025974025976,-0.025974025974025976,0.07142857142857142,-0.006493506493506494,-0.07142857142857142,-0.006493506493506494,0.12987012987012986,0.12987012987012986,-0.12337662337662338,0.12987012987012986,0.23376623376623376,-0.01948051948051948,-0.23376623376623376,-0.01948051948051948,0.13636363636363635,-0.14935064935064934,-0.12337662337662338,-0.15584415584415584,0.08441558441558442,0.538961038961039,-0.09090909090909091,0.5324675324675324,0.1038961038961039,0.7922077922077922,-0.08441558441558442,0.7792207792207793,0.12337662337662338,1.0,-0.07792207792207792,0.9935064935064936
